ID,adj.P.Val,logFC,GI,Gene.symbol,Gene.title
ILMN_1684765,9.30e-01,-0.00678246,NA,,
ILMN_1736078,9.30e-01,-0.00619606,807201181,THBS4,thrombospondin 4
ILMN_1730568,9.30e-01,-0.01594007,224493955,ZDHHC7,zinc finger DHHC-type containing 7
ILMN_1724608,9.30e-01,-0.00594878,NA,,
ILMN_1756573,9.30e-01,0.0072488,34147589,NDUFA4L2,NDUFA4, mitochondrial complex associated like 2
ILMN_1814241,9.30e-01,-0.00524985,NA,,
ILMN_2245292,9.30e-01,-0.00514238,522838230,TGIF1,TGFB induced factor homeobox 1
ILMN_3232828,9.30e-01,-0.02577368,NA,,
ILMN_1666972,9.30e-01,-0.00708515,164663744,SLC5A2,solute carrier family 5 member 2
ILMN_3289407,9.30e-01,-0.0066961,300796928,LOC338963,epididymal protein pseudogene
ILMN_1745801,9.30e-01,0.00550847,45504345,OR2K2,olfactory receptor family 2 subfamily K member 2
ILMN_1667756,9.30e-01,-0.00525803,238018043,DMD,dystrophin
ILMN_2050790,9.31e-01,0.00646214,131889516,C11orf52,chromosome 11 open reading frame 52
ILMN_1691212,9.31e-01,0.00538227,126362968,NCKAP5,NCK associated protein 5
ILMN_1873934,9.31e-01,-0.00658976,34534072,LOC100128651,uncharacterized LOC100128651
ILMN_2284794,9.31e-01,0.00742234,73747873,PSMB8,proteasome subunit beta 8
ILMN_2396947,9.31e-01,-0.00469923,364803810,PSMC3IP,PSMC3 interacting protein
ILMN_1741295,9.31e-01,0.00795457,209969818,PRR14L,proline rich 14 like
ILMN_1666490,9.31e-01,-0.0063741,469832269,DST,dystonin
ILMN_3308240,9.31e-01,-0.00573582,269846980,MIR764,microRNA 764
ILMN_3241568,9.31e-01,-0.01012292,NA,,
ILMN_2332691,9.31e-01,-0.00800184,27765073,CAPN3,calpain 3
ILMN_1725726,9.31e-01,-0.00791407,166851825,DHRS2,dehydrogenase/reductase 2
ILMN_1675398,9.31e-01,0.00803793,346644808,ALDH1B1,aldehyde dehydrogenase 1 family member B1
ILMN_3191789,9.31e-01,-0.00655625,NA,,
ILMN_1789383,9.31e-01,0.00596108,NA,,
ILMN_2262177,9.31e-01,-0.00836343,NA,,
ILMN_1775403,9.31e-01,0.00601742,NA,,
ILMN_2334693,9.31e-01,-0.01085339,134284355,NARF,nuclear prelamin A recognition factor
ILMN_1696480,9.31e-01,-0.00480137,NA,,
ILMN_1693726,9.31e-01,-0.01012476,323668288,TBC1D10A,TBC1 domain family member 10A
ILMN_2275533,9.31e-01,0.00558035,110225350,DIAPH3,diaphanous related formin 3
ILMN_1708304,9.31e-01,0.00616597,149158710,C11orf16,chromosome 11 open reading frame 16
ILMN_3267162,9.31e-01,-0.00575167,NA,,
ILMN_1809959,9.31e-01,0.00522459,33469969,AADAT,aminoadipate aminotransferase
ILMN_1792382,9.31e-01,0.00774886,301500671,KCNC4,potassium voltage-gated channel subfamily C member 4
ILMN_1684653,9.31e-01,0.00612047,116517327,ADGRF4,adhesion G protein-coupled receptor F4
ILMN_1683799,9.31e-01,-0.00683206,387912564,SH3BP5,SH3 domain binding protein 5
ILMN_1657769,9.31e-01,0.01118115,387598039,EIF5,eukaryotic translation initiation factor 5
ILMN_1747067,9.31e-01,0.00547928,1007360522,NPAS1,neuronal PAS domain protein 1
ILMN_3269995,9.32e-01,0.00540582,NA,,
ILMN_1691849,9.32e-01,-0.0093406,221136818,LIN7C,lin-7 homolog C, crumbs cell polarity complex component
ILMN_3240658,9.32e-01,0.00560196,NA,,
ILMN_1664057,9.32e-01,0.0056371,NA,,
ILMN_2218648,9.32e-01,-0.01013456,170932468,SLC50A1,solute carrier family 50 member 1
ILMN_1840934,9.32e-01,0.00945157,17066294,GTF3C4,general transcription factor IIIC subunit 4
ILMN_1723978,9.32e-01,0.01880807,85815826,LGALS1,galectin 1
ILMN_1735906,9.32e-01,0.00500336,53828741,OR2T3,olfactory receptor family 2 subfamily T member 3
ILMN_1690480,9.32e-01,0.00657629,NA,,
ILMN_1680398,9.32e-01,-0.0063035,NA,,
ILMN_3175669,9.32e-01,0.00730565,NA,,
ILMN_1794294,9.32e-01,-0.00662003,58530847,DSTN,destrin, actin depolymerizing factor
ILMN_1766600,9.32e-01,-0.00580042,NA,,
ILMN_1764732,9.32e-01,0.00679378,NA,,
ILMN_1678700,9.32e-01,-0.00580959,NA,,
ILMN_1779934,9.32e-01,0.00915605,284925126,CDH23,cadherin-related 23
ILMN_1683492,9.32e-01,0.00542541,157388952,SLC52A1,solute carrier family 52 member 1
ILMN_1789040,9.32e-01,-0.0065384,40217822,SLITRK5,SLIT and NTRK like family member 5
ILMN_1812503,9.32e-01,-0.00639609,169881272,PHKA1,phosphorylase kinase regulatory subunit alpha 1
ILMN_1690371,9.32e-01,0.01222906,642945635,MRPL11,mitochondrial ribosomal protein L11
ILMN_1720944,9.32e-01,0.00614729,NA,,
ILMN_1787155,9.32e-01,-0.0084093,NA,,
ILMN_1806721,9.33e-01,0.01017944,304282222,MS4A2,membrane spanning 4-domains A2
ILMN_1826101,9.33e-01,-0.00603584,24901291,LOC101929054,uncharacterized LOC101929054
ILMN_1683413,9.33e-01,-0.00574467,NA,,
ILMN_1856298,9.33e-01,0.00582915,12662508,,
ILMN_3238274,9.33e-01,-0.01313588,59814163,BTBD2,BTB domain containing 2
ILMN_3272689,9.33e-01,-0.00516805,NA,,
ILMN_1793920,9.33e-01,0.00708986,NA,,
ILMN_3237689,9.33e-01,-0.00578687,211971087,LINC00689,long intergenic non-protein coding RNA 689
ILMN_3237785,9.33e-01,-0.00579783,392976403,BMS1P6,BMS1, ribosome biogenesis factor pseudogene 6
ILMN_1652574,9.33e-01,-0.00580901,NA,,
ILMN_1675579,9.33e-01,-0.005526,NA,,
ILMN_1890902,9.33e-01,0.00543157,10810860,,
ILMN_1673234,9.33e-01,-0.00567774,5174632,PKDREJ,polycystin (PKD) family receptor for egg jelly
ILMN_1713726,9.33e-01,0.00568657,197099797,NFYA,nuclear transcription factor Y subunit alpha
ILMN_1912511,9.33e-01,-0.00696963,27845002,,
ILMN_3216382,9.33e-01,0.00524285,NA,,
ILMN_2405470,9.33e-01,-0.00622067,291045310,KLHDC9,kelch domain containing 9
ILMN_1802489,9.33e-01,-0.00759708,756398361,LOC644285,uncharacterized LOC644285
ILMN_1772289,9.33e-01,0.00624896,144226250,CHI3L1,chitinase 3 like 1
ILMN_3251332,9.33e-01,0.00612184,218083819,POM121L10P,POM121 transmembrane nucleoporin like 10, pseudogene
ILMN_1824784,9.33e-01,0.00564162,27878329,,
ILMN_1667016,9.33e-01,0.00719007,19528653,FAF1,Fas associated factor 1
ILMN_1729713,9.33e-01,0.00600257,523425712,RAB23,RAB23, member RAS oncogene family
ILMN_3176040,9.33e-01,-0.00649259,NA,,
ILMN_1704537,9.33e-01,0.01325838,217272837,PHGDH,phosphoglycerate dehydrogenase
ILMN_1774375,9.33e-01,-0.00642215,211059424,SMIM24,small integral membrane protein 24
ILMN_2266005,9.33e-01,0.00850313,149363652,SMIM11A,small integral membrane protein 11A
ILMN_1796136,9.33e-01,0.00854058,255683301,RAB37,RAB37, member RAS oncogene family
ILMN_1834803,9.33e-01,0.00526582,27825979,,
ILMN_1718863,9.34e-01,0.00609027,206725425,KCNK1,potassium two pore domain channel subfamily K member 1
ILMN_1708957,9.34e-01,0.00525385,360039214,MYBPC1,myosin binding protein C, slow type
ILMN_1803479,9.34e-01,-0.0083418,NA,,
ILMN_1651817,9.34e-01,-0.00670439,1002341788,GRIK1,glutamate ionotropic receptor kainate type subunit 1
ILMN_3311000,9.34e-01,0.00829497,262205528,MIR507,microRNA 507
ILMN_1676219,9.34e-01,-0.00646478,NA,,
ILMN_3201895,9.34e-01,0.00547061,NA,,
ILMN_1652871,9.34e-01,0.00612365,146229353,PLSCR5,phospholipid scramblase family member 5
ILMN_3251577,9.34e-01,0.00662938,NA,,
ILMN_1811328,9.34e-01,0.00770242,62420887,DPP7,dipeptidyl peptidase 7
ILMN_1781984,9.34e-01,0.0073079,NA,,
ILMN_1666808,9.34e-01,-0.00641587,NA,,
ILMN_1723333,9.34e-01,-0.00532314,554790329,SCGB2A2,secretoglobin family 2A member 2
ILMN_1749836,9.34e-01,-0.00455807,NA,,
ILMN_1720353,9.34e-01,0.0059594,NA,,
ILMN_1688188,9.34e-01,-0.00556792,197382270,CADPS,calcium dependent secretion activator
ILMN_3306294,9.34e-01,-0.00614078,NA,,
ILMN_2145889,9.34e-01,0.00512444,283046645,FAM122C,family with sequence similarity 122C
ILMN_3292448,9.34e-01,-0.00622132,229577022,BTNL8,butyrophilin like 8
ILMN_2402972,9.34e-01,0.01137006,618468841,GGA3,golgi associated, gamma adaptin ear containing, ARF binding protein 3
ILMN_1704286,9.34e-01,0.01094062,257195179,FXYD5,FXYD domain containing ion transport regulator 5
ILMN_1676173,9.34e-01,0.00694527,343432581,PARVB,parvin beta
ILMN_1862655,9.34e-01,0.00498727,13750656,,
ILMN_1838319,9.34e-01,-0.01651868,385719223,ACOD1,aconitate decarboxylase 1
ILMN_1788802,9.34e-01,-0.01016888,66932966,GCH1,GTP cyclohydrolase 1
ILMN_2188155,9.34e-01,0.00552079,89886240,TXNRD3NB,thioredoxin reductase 3 neighbor
ILMN_1714790,9.34e-01,0.006063,NA,,
ILMN_3181328,9.34e-01,0.00591031,NA,,
ILMN_1683576,9.34e-01,0.00726386,531034785,MAGED2,MAGE family member D2
ILMN_1700105,9.34e-01,0.00704164,NA,,
ILMN_1713952,9.34e-01,-0.00589361,340745327,C1orf106,chromosome 1 open reading frame 106
ILMN_1667720,9.34e-01,-0.00566013,229577122,TCTE1,t-complex-associated-testis-expressed 1
ILMN_3280299,9.34e-01,-0.00630034,NA,,
ILMN_1856179,9.34e-01,0.00748871,34321203,XPR1,xenotropic and polytropic retrovirus receptor 1
ILMN_2386053,9.34e-01,-0.00535689,628601844,DACH1,dachshund family transcription factor 1
ILMN_3210491,9.34e-01,-0.00901455,NA,,
ILMN_3212424,9.34e-01,-0.00535422,NA,,
ILMN_2243687,9.34e-01,-0.01400914,169790830,LAMP2,lysosomal associated membrane protein 2
ILMN_2385298,9.34e-01,0.00609126,64762444,PFKFB2,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
ILMN_1767068,9.34e-01,-0.00965986,236465646,SMAD6,SMAD family member 6
ILMN_1746801,9.34e-01,0.00573072,187608600,CGN,cingulin
ILMN_1714324,9.34e-01,0.00620866,NA,,
ILMN_3237895,9.34e-01,-0.00560057,NA,,
ILMN_2132161,9.35e-01,-0.00730824,148612830,KIF18A,kinesin family member 18A
ILMN_1668228,9.35e-01,-0.01586773,NA,,
ILMN_3294335,9.35e-01,0.0105497,NA,,
ILMN_1740213,9.35e-01,0.0067363,157388946,ELOVL7,ELOVL fatty acid elongase 7
ILMN_1754210,9.35e-01,-0.00528989,NA,,
ILMN_3166551,9.35e-01,0.00506062,103488737,,
ILMN_1651281,9.35e-01,0.00710652,NA,,
ILMN_1868058,9.35e-01,-0.00579231,27825196,,
ILMN_3217285,9.35e-01,0.0181451,NA,,
ILMN_1736969,9.35e-01,0.00533699,974005334,SLITRK3,SLIT and NTRK like family member 3
ILMN_1777638,9.35e-01,-0.00637664,154759241,OR2A2,olfactory receptor family 2 subfamily A member 2
ILMN_2144654,9.35e-01,0.00721341,261490709,SPDYE2,speedy/RINGO cell cycle regulator family member E2
ILMN_2203544,9.35e-01,0.01333874,49227711,OR2A9P,olfactory receptor family 2 subfamily A member 9 pseudogene
ILMN_1789924,9.35e-01,-0.00564573,NA,,
ILMN_1770663,9.35e-01,0.00679115,192807291,KRT24,keratin 24
ILMN_1753340,9.35e-01,0.00678467,NA,,
ILMN_2201413,9.35e-01,-0.00543768,223717976,SLC37A2,solute carrier family 37 member 2
ILMN_1860722,9.35e-01,-0.00729259,23371365,,
ILMN_1660980,9.35e-01,-0.00594558,NA,,
ILMN_1804907,9.35e-01,-0.00599468,52421330,OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene
ILMN_1693912,9.35e-01,0.006093,153792323,SLC47A2,solute carrier family 47 member 2
ILMN_1775627,9.35e-01,0.00470771,NA,,
ILMN_3309934,9.35e-01,-0.00501452,262205421,MIR184,microRNA 184
ILMN_1760449,9.35e-01,0.01058223,37595531,TSPAN32,tetraspanin 32
ILMN_1658265,9.35e-01,0.0055754,98961144,GPR135,G protein-coupled receptor 135
ILMN_1735488,9.35e-01,-0.00651834,147900820,FRRS1,ferric chelate reductase 1
ILMN_1777905,9.35e-01,0.00474119,303228326,TRABD2B,TraB domain containing 2B
ILMN_2117809,9.35e-01,-0.0164025,NA,,
ILMN_3251293,9.35e-01,-0.00503739,151101291,TMX1,thioredoxin related transmembrane protein 1
ILMN_2077623,9.35e-01,0.01264447,293597516,RRAS2,related RAS viral (r-ras) oncogene homolog 2
ILMN_1677857,9.35e-01,-0.00647138,NA,,
ILMN_3245351,9.35e-01,-0.00736436,427918107,UNC119B,unc-119 lipid binding chaperone B
ILMN_1702787,9.35e-01,0.01772288,300863070,SEMA4A,semaphorin 4A
ILMN_1785404,9.35e-01,0.00539172,355390350,FGFBP1,fibroblast growth factor binding protein 1
ILMN_1690563,9.35e-01,-0.00564843,289547751,SSTR5,somatostatin receptor 5
ILMN_3269245,9.35e-01,0.00465853,NA,,
ILMN_1661454,9.35e-01,-0.01055945,41393585,DGKA,diacylglycerol kinase alpha
ILMN_1903267,9.35e-01,-0.00780539,1443936,,
ILMN_2198859,9.35e-01,-0.00573958,284005401,NAT16,N-acetyltransferase 16 (putative)
ILMN_1669276,9.35e-01,0.00546186,222418586,NWD2,NACHT and WD repeat domain containing 2
ILMN_3247538,9.35e-01,0.00717888,NA,,
ILMN_1712046,9.35e-01,-0.00682431,296040429,CPXM1,carboxypeptidase X, M14 family member 1
ILMN_3309314,9.35e-01,-0.00606363,262205921,MIR588,microRNA 588
ILMN_1716979,9.35e-01,0.00773442,215277004,GSTM4,glutathione S-transferase mu 4
ILMN_1888264,9.35e-01,0.00802219,83086115,,
ILMN_1694273,9.35e-01,-0.00501244,194018561,HRH3,histamine receptor H3
ILMN_3248746,9.35e-01,-0.00611934,NA,,
ILMN_1699183,9.35e-01,-0.00611464,NA,,
ILMN_1880997,9.35e-01,0.00717658,31149383,,
ILMN_1749962,9.35e-01,0.00566303,316659209,NCAM2,neural cell adhesion molecule 2
ILMN_1665148,9.35e-01,-0.01116596,NA,,
ILMN_1797557,9.35e-01,0.00599216,390407647,PLEKHA6,pleckstrin homology domain containing A6
ILMN_1717902,9.35e-01,0.00510382,584277101,ERBB2,erb-b2 receptor tyrosine kinase 2
ILMN_1712597,9.35e-01,0.00646275,156627540,LOC200726,hCG1657980
ILMN_2142353,9.36e-01,0.00703953,557878645,GRTP1,growth hormone regulated TBC protein 1
ILMN_1709300,9.36e-01,0.00668903,28559032,IL5,interleukin 5
ILMN_3243673,9.36e-01,-0.00557974,211938428,LINC00111,long intergenic non-protein coding RNA 111
ILMN_2411963,9.36e-01,0.02802418,336176061,RBM39,RNA binding motif protein 39
ILMN_2208158,9.36e-01,0.0139175,526253108,GTF2IP1,general transcription factor IIi pseudogene 1
ILMN_1739214,9.36e-01,-0.0059184,571026688,TMPRSS5,transmembrane protease, serine 5
ILMN_3270922,9.36e-01,0.00556895,NA,,
ILMN_1915910,9.36e-01,0.00840453,11510461,,
ILMN_1733879,9.36e-01,-0.00579757,NA,,
ILMN_3248970,9.36e-01,-0.00570357,NA,,
ILMN_1712759,9.36e-01,-0.00590707,260436920,SBSN,suprabasin
ILMN_3281591,9.36e-01,-0.00551017,NA,,
ILMN_1846110,9.36e-01,0.00679067,24994043,CLHC1,clathrin heavy chain linker domain containing 1
ILMN_3223854,9.36e-01,-0.00523297,NA,,
ILMN_1744200,9.36e-01,-0.0062528,545688649,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
ILMN_1656280,9.36e-01,0.00476122,NA,,
ILMN_1754304,9.36e-01,-0.0077312,71143122,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48
ILMN_2224619,9.36e-01,0.00661258,528524656,GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene)
ILMN_1679779,9.36e-01,-0.00689392,NA,,
ILMN_1838655,9.36e-01,0.00575779,NA,,
ILMN_1825067,9.36e-01,-0.00778939,7458380,,
ILMN_3247316,9.36e-01,-0.00652741,NA,,
ILMN_1805842,9.36e-01,-0.01095934,228480203,FHL1,four and a half LIM domains 1
ILMN_1798138,9.36e-01,0.00549946,384367978,CHIA,chitinase, acidic
ILMN_2112638,9.36e-01,0.00509645,148886653,SVEP1,sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
ILMN_3178238,9.36e-01,0.00573247,224451130,EYS,eyes shut homolog (Drosophila)
ILMN_1795720,9.36e-01,-0.00723959,NA,,
ILMN_3235699,9.36e-01,0.00487452,NA,,
ILMN_3165277,9.36e-01,-0.00514596,103488695,,
ILMN_1813911,9.36e-01,0.00569618,974005365,HEXA,hexosaminidase subunit alpha
ILMN_1689972,9.36e-01,-0.00781695,410515399,RRP9,ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
ILMN_1787441,9.37e-01,-0.00504881,NA,,
ILMN_1700192,9.37e-01,-0.00698673,NA,,
ILMN_1737346,9.37e-01,-0.00480121,NA,,
ILMN_1680936,9.37e-01,-0.0064237,NA,,
ILMN_1748248,9.37e-01,-0.00661263,NA,,
ILMN_1667068,9.37e-01,0.01126746,33946332,ZC3HAV1,zinc finger CCCH-type containing, antiviral 1
ILMN_1676749,9.37e-01,-0.0056427,145309296,MAATS1,MYCBP associated and testis expressed 1
ILMN_1792404,9.37e-01,0.00580536,325974483,TM4SF4,transmembrane 4 L six family member 4
ILMN_1776905,9.37e-01,0.00546296,NA,,
ILMN_1794799,9.37e-01,0.00560923,NA,,
ILMN_1707760,9.37e-01,-0.00614992,52627198,OR4C15,olfactory receptor family 4 subfamily C member 15
ILMN_3165877,9.37e-01,-0.00573153,103488706,,
ILMN_1763264,9.37e-01,0.01264989,664806074,MRPL2,mitochondrial ribosomal protein L2
ILMN_1807667,9.37e-01,0.00459391,545686789,C14orf105,chromosome 14 open reading frame 105
ILMN_1805662,9.37e-01,0.00713331,NA,,
ILMN_1772012,9.37e-01,-0.00540287,NA,,
ILMN_3270368,9.37e-01,0.00645077,NA,,
ILMN_3218273,9.37e-01,-0.00618501,NA,,
ILMN_1737517,9.37e-01,0.00817848,17105395,RPL29,ribosomal protein L29
ILMN_1807393,9.37e-01,0.00689052,NA,,
ILMN_1701403,9.37e-01,0.00765695,526252787,HIP1,huntingtin interacting protein 1
ILMN_1832086,9.37e-01,0.00618526,3330465,,
ILMN_1701681,9.37e-01,0.0110176,808154212,SEC11C,SEC11 homolog C, signal peptidase complex subunit
ILMN_1812433,9.37e-01,0.01447307,970259872,HP,haptoglobin
ILMN_3208216,9.37e-01,0.00541084,NA,,
ILMN_3234932,9.37e-01,-0.00471985,157837998,FAM183A,family with sequence similarity 183 member A
ILMN_1761733,9.37e-01,0.01721243,301129274,HLA-DMB,major histocompatibility complex, class II, DM beta
ILMN_3184582,9.37e-01,-0.00581761,NA,,
ILMN_1724021,9.37e-01,0.00581927,187960061,SLC6A19,solute carrier family 6 member 19
ILMN_1750246,9.37e-01,0.00590353,182509177,ZBTB1,zinc finger and BTB domain containing 1
ILMN_2259495,9.37e-01,-0.00668031,347300421,BID,BH3 interacting domain death agonist
ILMN_1662147,9.37e-01,-0.00629753,164698458,MANEAL,mannosidase endo-alpha like
ILMN_1653867,9.37e-01,0.0046448,565671707,ZNF483,zinc finger protein 483
ILMN_2396269,9.37e-01,-0.00506476,194306637,CDH24,cadherin 24
ILMN_1743770,9.37e-01,0.01086622,NA,,
ILMN_1894862,9.37e-01,-0.00556517,6132260,,
ILMN_2402930,9.37e-01,0.01352944,66472905,H3F3AP4,H3 histone, family 3A, pseudogene 4
ILMN_1705252,9.37e-01,0.00537843,527121879,KLK8,kallikrein related peptidase 8
ILMN_1683740,9.37e-01,0.00858505,386642869,TOP1MT,topoisomerase (DNA) I, mitochondrial
ILMN_1673158,9.37e-01,0.00609938,NA,,
ILMN_3245769,9.38e-01,-0.00513715,34222229,FAM163A,family with sequence similarity 163 member A
ILMN_2131336,9.38e-01,0.00891745,195972878,NEMP1,nuclear envelope integral membrane protein 1
ILMN_1723404,9.38e-01,0.00507749,254675184,KRT26,keratin 26
ILMN_3204016,9.38e-01,0.00630331,NA,,
ILMN_1801943,9.38e-01,-0.00684706,161169012,NAV2,neuron navigator 2
ILMN_2052511,9.38e-01,-0.00538803,26787977,IL13,interleukin 13
ILMN_1696600,9.38e-01,-0.0058004,NA,,
ILMN_2083925,9.38e-01,-0.00543527,242117985,SOGA3,SOGA family member 3
ILMN_1799848,9.38e-01,0.02971947,154091031,ANKRD22,ankyrin repeat domain 22
ILMN_2233539,9.38e-01,-0.01442017,59710105,SLC39A8,solute carrier family 39 member 8
ILMN_3310740,9.38e-01,-0.00527188,269847754,MIR718,microRNA 718
ILMN_1849512,9.38e-01,-0.00514168,NA,,
ILMN_1763685,9.38e-01,0.00609367,NA,,
ILMN_1846567,9.38e-01,-0.0065035,27847405,,
ILMN_1664154,9.38e-01,0.0043471,NA,,
ILMN_1656383,9.38e-01,-0.00619059,156119600,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1
ILMN_1773278,9.38e-01,0.00430814,52353287,OR8D4,olfactory receptor family 8 subfamily D member 4
ILMN_3243856,9.38e-01,-0.00546711,188219777,GAGE12B,G antigen 12B
ILMN_2340886,9.38e-01,-0.00637536,215422393,OTOF,otoferlin
ILMN_2235785,9.38e-01,0.018283,524550428,KCNH6,potassium voltage-gated channel subfamily H member 6
ILMN_1787830,9.38e-01,0.00587263,NA,,
ILMN_1657398,9.38e-01,-0.01109673,NA,,
ILMN_3254848,9.38e-01,0.00577327,NA,,
ILMN_3308030,9.38e-01,-0.00506437,115392025,SNORD114-24,small nucleolar RNA, C/D box 114-24
ILMN_1712789,9.38e-01,0.00723724,NA,,
ILMN_1762528,9.38e-01,0.00632057,NA,,
ILMN_3309244,9.38e-01,0.00614242,269846930,MIR1271,microRNA 1271
ILMN_1705035,9.38e-01,-0.0060016,508083036,FBXL7,F-box and leucine rich repeat protein 7
ILMN_3234831,9.38e-01,0.00636323,NA,,
ILMN_1748245,9.38e-01,0.00639005,194239646,LRRTM2,leucine rich repeat transmembrane neuronal 2
ILMN_1790637,9.38e-01,0.00872919,170932470,C11orf80,chromosome 11 open reading frame 80
ILMN_3235065,9.38e-01,-0.00945234,282165822,ZNHIT6,zinc finger HIT-type containing 6
ILMN_1803073,9.38e-01,0.00544464,41406092,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
ILMN_3310093,9.38e-01,0.00468666,269847485,MIR1288,microRNA 1288
ILMN_1843198,9.38e-01,0.00595373,10439954,AK4,adenylate kinase 4
ILMN_1777584,9.38e-01,0.0087575,194272208,KARS,lysyl-tRNA synthetase
ILMN_1684143,9.38e-01,0.00831217,334724441,NPTXR,neuronal pentraxin receptor
ILMN_3198338,9.38e-01,0.00460664,NA,,
ILMN_1910645,9.38e-01,0.00608288,NA,,
ILMN_1698953,9.38e-01,-0.0067123,166197657,BTN1A1,butyrophilin subfamily 1 member A1
ILMN_1753525,9.38e-01,0.0047139,299758466,TCEAL7,transcription elongation factor A like 7
ILMN_1709637,9.38e-01,0.00634953,397787575,SLC5A10,solute carrier family 5 member 10
ILMN_3244720,9.38e-01,0.00436968,NA,,
ILMN_3308083,9.38e-01,0.00677434,262205932,MIR589,microRNA 589
ILMN_1653352,9.38e-01,0.00641925,NA,,
ILMN_1704056,9.38e-01,-0.03499022,63999351,RPPH1,ribonuclease P RNA component H1
ILMN_3178278,9.38e-01,-0.00633485,NA,,
ILMN_2189406,9.38e-01,-0.00985404,538260580,ARPIN,actin-related protein 2/3 complex inhibitor
ILMN_1734496,9.38e-01,-0.00591288,117968607,ARID1A,AT-rich interaction domain 1A
ILMN_1867664,9.38e-01,-0.00532905,119220553,SPTLC3,serine palmitoyltransferase long chain base subunit 3
ILMN_2324734,9.38e-01,-0.0065413,189217900,EYA4,EYA transcriptional coactivator and phosphatase 4
ILMN_1755818,9.38e-01,0.00576898,858437576,BGLAP,bone gamma-carboxyglutamate protein
ILMN_1830064,9.38e-01,-0.0081118,NA,,
ILMN_1794072,9.38e-01,-0.00831926,77695915,B3GAT1,beta-1,3-glucuronyltransferase 1
ILMN_1770293,9.38e-01,-0.00635919,558472831,KLF5,Kruppel like factor 5
ILMN_1673690,9.38e-01,-0.00603833,146262004,CTAGE6,CTAGE family member 6
ILMN_1908918,9.38e-01,-0.00659617,34526214,SDIM1,stress responsive DNAJB4 interacting membrane protein 1
ILMN_1729799,9.38e-01,-0.00592742,NA,,
ILMN_1724832,9.38e-01,-0.00554218,743405584,OVOL2,ovo like zinc finger 2
ILMN_1759117,9.38e-01,-0.00669567,1044635692,XK,X-linked Kx blood group
ILMN_1722505,9.38e-01,-0.00551212,611434995,DEFB105A,defensin beta 105A
ILMN_1727984,9.38e-01,-0.00678689,56090585,F8A3,coagulation factor VIII-associated 3
ILMN_3240173,9.38e-01,-0.00572695,91176336,MTSS1L,metastasis suppressor 1 like
ILMN_2223350,9.38e-01,0.00498912,746816008,SPRYD7,SPRY domain containing 7
ILMN_1669367,9.38e-01,0.00643534,NA,,
ILMN_2230178,9.38e-01,-0.00584109,71164889,DAND5,DAN domain BMP antagonist family member 5
ILMN_1811644,9.39e-01,0.00530236,NA,,
ILMN_1735229,9.39e-01,-0.00533051,NA,,
ILMN_3242975,9.39e-01,-0.00510421,149944416,TTTY2B,testis-specific transcript, Y-linked 2B (non-protein coding)
ILMN_2307455,9.39e-01,-0.00766538,531990809,UBE2A,ubiquitin conjugating enzyme E2 A
ILMN_3253382,9.39e-01,-0.00512245,NA,,
ILMN_1866524,9.39e-01,-0.00589066,8361576,,
ILMN_1678293,9.39e-01,-0.00626307,313103008,SULT1A4,sulfotransferase family 1A member 4
ILMN_1770673,9.39e-01,-0.0153231,964749517,AKNA,AT-hook transcription factor
ILMN_1677617,9.39e-01,-0.00565387,194733736,UCP1,uncoupling protein 1
ILMN_2384629,9.39e-01,0.00531796,108773790,RGS12,regulator of G-protein signaling 12
ILMN_1716533,9.39e-01,0.00579602,NA,,
ILMN_2110919,9.39e-01,-0.00559259,350994436,EBF2,early B-cell factor 2
ILMN_1674390,9.39e-01,0.00773869,258613967,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
ILMN_1729546,9.39e-01,0.00817052,167234404,C19orf54,chromosome 19 open reading frame 54
ILMN_1665621,9.39e-01,-0.00735457,NA,,
ILMN_1763401,9.39e-01,0.00697856,557129053,C21orf58,chromosome 21 open reading frame 58
ILMN_1651903,9.39e-01,0.00674887,NA,,
ILMN_2320391,9.39e-01,-0.00769896,729719227,SLC45A2,solute carrier family 45 member 2
ILMN_1744442,9.39e-01,-0.00833146,387912560,TTPAL,alpha tocopherol transfer protein like
ILMN_2050813,9.39e-01,-0.00410752,194578886,CLGN,calmegin
ILMN_3247671,9.39e-01,-0.00463397,94967021,SNORD66,small nucleolar RNA, C/D box 66
ILMN_1709257,9.39e-01,-0.00650321,209870111,RIPPLY3,ripply transcriptional repressor 3
ILMN_1775444,9.39e-01,-0.01186367,NA,,
ILMN_1671682,9.39e-01,0.00649341,NA,,
ILMN_3310970,9.39e-01,-0.00514617,262206132,MIR744,microRNA 744
ILMN_3243407,9.39e-01,0.00607125,NA,,
ILMN_1673485,9.39e-01,0.006184,723586619,C3orf35,chromosome 3 open reading frame 35
